"samplearea_id","x-koord","y-koord","lon","lat","year","route_length","median_elevation","n_visits","n_recorded_species"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2021,4483,450,3,"39"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2022,4483,450,3,"44"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2023,4483,450,3,"45"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2024,4483,450,3,"42"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2025,4483,450,3,"39"
272,"2725500","1230500","9.095431898975205","47.21351434316089",1999,4939,1150,3,"34"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2000,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2001,4939,1150,3,"33"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2002,4939,1150,3,"33"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2003,4939,1150,3,"33"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2004,4939,1150,3,"43"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2005,4939,1150,3,"41"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2006,4939,1150,3,"41"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2007,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2008,4939,1150,3,"34"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2009,4939,1150,3,"42"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2010,4939,1150,3,"36"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2011,4939,1150,3,"39"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2012,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2013,4939,1150,3,"34"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2014,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2015,4939,1150,3,"40"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2016,4939,1150,3,"34"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2017,4939,1150,3,"38"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2018,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2019,4939,1150,3,"36"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2020,4939,1150,3,"37"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2021,4939,1150,3,"39"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2022,4939,1150,3,"36"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2023,4939,1150,3,"31"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2024,4939,1150,3,"34"
272,"2725500","1230500","9.095431898975205","47.21351434316089",2025,4939,1150,3,"30"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2000,4419,1050,3,"39"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2001,4419,1050,3,"41"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2002,4419,1050,3,"46"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2003,4419,1050,3,"42"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2004,4419,1050,3,"46"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2005,4419,1050,3,"38"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2006,4419,1050,3,"47"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2007,4419,1050,3,"34"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2008,4419,1050,3,"41"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2009,4419,1050,3,"47"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2010,4419,1050,3,"51"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2011,4419,1050,3,"49"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2012,4419,1050,3,"41"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2013,4419,1050,3,"43"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2014,4419,1050,3,"51"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2015,4419,1050,3,"49"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2016,4419,1050,3,"52"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2017,4419,1050,3,"49"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2018,4419,1050,3,"43"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2019,4419,1050,3,"46"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2020,4419,1050,3,"52"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2021,4419,1050,3,"46"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2022,4419,1050,3,"43"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2023,4419,1050,3,"44"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2024,4419,1050,3,"46"
273,"2503500","1158500","6.1798648297808025","46.570794473724",2025,4419,1050,3,"43"
274,"2725500","1246500","9.099904091055674","47.35739386683253",1999,7212,850,3,"45"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2000,7212,850,3,"49"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2001,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2002,7212,850,3,"37"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2003,7212,850,3,"42"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2004,7212,850,3,"38"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2005,7212,850,3,"43"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2006,7212,850,3,"42"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2007,7212,850,3,"42"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2008,7212,850,3,"42"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2009,7212,850,3,"40"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2010,7212,850,3,"44"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2011,7212,850,3,"44"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2012,7212,850,3,"43"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2013,7212,850,3,"43"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2014,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2015,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2016,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2017,7212,850,3,"37"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2018,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2019,7212,850,3,"43"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2020,7212,850,3,"39"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2021,7212,850,3,"44"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2022,7212,850,3,"42"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2023,7212,850,3,"38"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2024,7212,850,3,"41"
274,"2725500","1246500","9.099904091055674","47.35739386683253",2025,7212,850,3,"43"
275,"2509500","1150500","6.25968869817001","46.49967809142166",1999,4236,950,3,"48"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2000,4236,950,3,"47"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2001,4236,950,3,"48"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2002,4236,950,3,"42"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2003,4236,950,3,"43"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2004,4236,950,3,"40"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2005,4236,950,3,"42"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2006,4236,950,3,"48"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2007,4236,950,3,"50"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2008,4236,950,3,"45"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2009,4236,950,3,"48"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2010,4236,950,3,"51"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2011,4236,950,3,"50"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2012,4236,950,3,"47"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2013,4236,950,3,"47"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2014,4236,950,3,"40"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2015,4236,950,3,"51"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2016,4236,950,3,"41"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2017,4236,950,3,"43"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2018,4236,950,3,"35"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2019,4236,950,3,"40"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2020,4236,950,3,"45"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2021,4236,950,3,"37"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2022,4236,950,3,"35"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2023,4236,950,3,"43"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2024,4236,950,3,"41"
275,"2509500","1150500","6.25968869817001","46.49967809142166",2025,4236,950,3,"33"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2000,5566,650,3,"42"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2001,5566,650,3,"36"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2003,5566,650,3,"39"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2004,5566,650,3,"36"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2005,5566,650,3,"36"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2006,5566,650,3,"38"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2007,5566,650,3,"42"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2008,5566,650,3,"47"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2009,5566,650,3,"39"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2010,5566,650,3,"42"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2011,5566,650,3,"37"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2012,5566,650,3,"38"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2013,5566,650,3,"41"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2014,5566,650,3,"38"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2015,5566,650,3,"46"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2016,5566,650,3,"43"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2017,5566,650,3,"40"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2019,5566,650,3,"36"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2020,5566,650,3,"42"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2021,5566,650,3,"40"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2022,5566,650,3,"44"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2023,5566,650,3,"40"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2024,5566,650,3,"40"
276,"2725500","1262500","9.104400573984536","47.50126696449114",2025,5566,650,3,"38"
277,"2509500","1166500","6.256543882178088","46.64359095644109",1999,5512,1150,3,"36"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2000,5512,1150,3,"39"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2001,5512,1150,3,"38"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2002,5512,1150,3,"37"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2003,5512,1150,3,"39"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2004,5512,1150,3,"39"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2005,5512,1150,3,"37"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2006,5512,1150,3,"30"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2007,5512,1150,3,"35"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2008,5512,1150,3,"41"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2009,5512,1150,3,"36"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2010,5512,1150,3,"38"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2011,5512,1150,3,"40"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2012,5512,1150,3,"40"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2013,5512,1150,3,"39"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2014,5512,1150,3,"44"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2015,5512,1150,3,"40"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2016,5512,1150,3,"42"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2017,5512,1150,3,"38"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2018,5512,1150,3,"33"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2019,5512,1150,3,"35"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2020,5512,1150,3,"40"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2021,5512,1150,3,"41"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2022,5512,1150,3,"36"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2023,5512,1150,3,"34"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2024,5512,1150,3,"39"
277,"2509500","1166500","6.256543882178088","46.64359095644109",2025,5512,1150,3,"34"
278,"2725500","1278500","9.108921574718135","47.64513273137163",1999,7474,550,3,"32"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2000,7474,550,3,"33"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2001,7474,550,3,"33"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2002,7474,550,3,"30"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2003,7474,550,3,"31"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2004,7474,550,3,"37"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2005,7474,550,3,"35"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2006,7474,550,3,"41"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2007,7474,550,3,"39"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2008,7474,550,3,"45"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2009,7474,550,3,"42"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2010,7474,550,3,"45"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2011,7474,550,3,"39"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2012,7474,550,3,"42"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2013,7474,550,3,"39"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2014,7474,550,3,"40"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2015,7474,550,3,"44"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2016,7474,550,3,"42"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2017,7474,550,3,"42"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2018,7474,550,3,"34"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2019,7474,550,3,"42"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2020,7474,550,3,"40"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2021,7474,550,3,"39"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2022,7474,550,3,"37"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2023,7474,550,3,"35"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2024,7474,550,3,"36"
278,"2725500","1278500","9.108921574718135","47.64513273137163",2025,7474,550,3,"35"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2000,3340,550,3,"34"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2001,3340,550,3,"44"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2002,3340,550,3,"46"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2003,3340,550,3,"34"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2004,3340,550,3,"40"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2005,3340,550,3,"40"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2006,3340,550,3,"47"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2007,3340,550,3,"40"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2008,3340,550,3,"42"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2009,3340,550,3,"39"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2010,3340,550,3,"40"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2011,3340,550,3,"36"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2012,3340,550,3,"37"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2013,3340,550,3,"38"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2014,3340,550,3,"41"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2015,3340,550,3,"37"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2016,3340,550,3,"42"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2017,3340,550,3,"41"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2018,3340,550,3,"36"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2019,3340,550,3,"39"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2020,3340,550,3,"44"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2021,3340,550,3,"43"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2022,3340,550,3,"41"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2023,3340,550,3,"45"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2024,3340,550,3,"43"
279,"2521500","1150500","6.415994712326242","46.501194945912395",2025,3340,550,3,"45"
280,"2730500","1136500","9.134596708902125","46.367186675762184",1999,3583,1450,3,"27"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2000,3583,1450,3,"25"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2001,3583,1450,3,"23"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2002,3583,1450,3,"29"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2003,3583,1450,3,"26"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2004,3583,1450,3,"26"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2005,3583,1450,3,"31"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2006,3583,1450,3,"27"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2007,3583,1450,3,"30"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2008,3583,1450,3,"27"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2009,3583,1450,3,"25"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2010,3583,1450,3,"28"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2011,3583,1450,3,"30"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2012,3583,1450,3,"27"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2013,3583,1450,3,"29"
280,"2730500","1136500","9.134596708902125","46.367186675762184",2014,3583,1450,3,"30"
